,MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnit1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemapproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
198,1,-1,1,7,1,-1,1,3,-1,3,3,0,0,0,1,0,0,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,0
199,1,1,1,16,1,1,1,13,14,4,9,0,0,0,1,0,0,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,1
201,1,1,1,6,1,1,1,1,1,5,8,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,1
202,1,1,4,10,1,1,1,13,14,5,-1,1,0,0,1,0,0,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,1
203,1,1,4,12,1,1,1,13,14,8,8,1,0,0,1,0,0,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,1
204,1,15,1,10,1,14,1,23,28,6,11,0,0,1,1,0,0,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,1
205,1,8,2,10,1,1,1,13,27,10,9,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,1
206,1,1,1,10,1,1,1,-1,-1,-1,-1,1,0,0,1,0,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,1
207,1,1,2,12,1,1,1,13,28,10,10,1,0,0,1,0,0,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,1
208,1,1,4,15,1,1,1,3,14,-1,5,1,0,0,1,0,1,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,1
209,1,1,1,6,1,1,1,13,1,-1,8,1,0,0,1,0,0,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,1
210,1,12,1,11,1,12,1,3,14,3,4,0,0,0,1,0,1,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,0
211,1,1,2,12,1,1,1,23,1,8,5,1,0,0,1,0,1,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,1
212,1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,0,1,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,1
213,1,14,1,-1,1,1,1,1,3,10,3,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,1
214,1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,1,26,0,0,5,7,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,0
215,1,14,1,15,1,1,1,1,1,5,6,0,0,0,1,0,0,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12,0,7.6,2.6,0.32,1
217,1,-1,1,9,1,1,1,13,3,6,6,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,1
218,1,12,1,3,0,1,1,13,27,-1,8,1,0,0,1,0,0,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12,0
219,1,12,1,3,0,1,1,1,14,6,5,0,0,0,1,0,1,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,0
220,1,8,1,6,1,1,1,13,27,-1,4,0,0,0,1,0,0,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,0
221,1,1,1,9,1,1,1,23,28,8,8,0,0,0,1,0,1,18,0,0,5,7,4,13,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,1
222,2,1,4,16,1,1,1,22,27,6,8,0,1,0,1,0,1,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,1
223,1,1,3,11,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,0
224,1,-1,1,12,1,1,1,13,1,6,10,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,1
225,1,-1,1,12,1,1,1,1,28,5,6,1,0,0,1,0,1,19,0,0,7,8,6,13.74166667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,1
226,2,-1,1,17,0,-1,1,-1,-1,4,4,0,0,0,1,0,0,33,0,2,6,7,6,15.33333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,1
227,2,-1,1,9,1,-1,1,1,-1,4,11,0,0,0,1,0,0,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,1
228,1,1,1,10,1,1,1,1,1,10,10,0,0,0,1,0,1,20,0,0,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,1
229,1,12,2,14,1,1,1,-1,-1,-1,-1,1,0,0,1,0,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,0
230,1,14,1,12,1,1,1,1,1,6,9,1,0,0,1,0,1,19,0,0,8,15,7,11.57142857,0,0,8,15,7,11.57142857,0,12.7,3.7,-1.7,1
231,1,1,2,11,1,1,1,1,27,5,6,1,0,0,1,0,0,18,0,0,6,10,6,12.85714286,0,0,6,6,3,12.66666667,0,12.7,3.7,-1.7,1
232,1,12,1,11,1,-1,1,13,14,5,7,0,0,0,1,0,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,0
233,1,1,2,14,1,1,1,1,3,5,4,0,0,0,1,0,0,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,1
234,1,1,1,11,1,1,1,1,27,10,10,0,0,0,1,0,1,21,0,0,6,9,5,11,0,0,6,8,5,12,0,15.5,2.8,-4.06,1
235,1,1,1,9,1,1,1,22,1,10,11,0,0,0,1,0,0,21,0,0,5,12,3,12,0,0,5,12,1,15,3,16.2,0.3,-0.92,0
236,1,1,1,10,1,1,1,23,27,10,10,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,1
237,1,1,1,16,1,1,1,13,14,6,8,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.16666667,0,9.4,-0.8,-3.12,1
238,1,8,2,10,1,1,1,22,27,4,10,0,1,0,1,0,1,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,1
239,1,1,1,-1,1,1,1,13,1,10,10,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,0
240,1,12,1,6,1,12,1,13,14,10,8,0,0,1,0,0,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.33333333,0,16.2,0.3,-0.92,0
243,1,1,2,9,1,1,1,22,14,6,6,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,1
244,1,12,1,9,1,1,1,22,1,10,-1,0,0,0,0,0,0,25,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,0
245,1,1,1,9,1,1,1,23,14,10,11,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.36363636,0,8.9,1.4,3.51,1
246,1,-1,1,12,1,-1,1,13,28,6,4,0,0,0,1,0,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,1
247,1,8,3,12,1,1,1,13,27,8,7,1,0,0,1,0,1,19,0,0,8,8,7,13.15142857,0,0,8,8,7,13.15142857,0,10.8,1.4,1.74,1
248,1,15,1,4,1,14,1,22,27,10,11,0,0,1,0,0,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.33333333,0,13.9,-0.3,0.79,0
249,1,1,3,11,1,1,1,13,27,5,8,1,0,0,1,0,0,21,0,0,6,8,6,11.33333333,0,0,6,8,4,12.25,0,11.1,0.6,2.02,1
250,1,1,1,14,1,1,1,13,1,10,9,1,0,0,1,0,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.14285714,0,11.1,0.6,2.02,1
252,1,1,3,15,1,1,1,23,27,8,8,1,0,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,12.83333333,0,8.9,1.4,3.51,0
253,1,1,1,6,1,1,1,-1,14,-1,7,0,0,0,1,0,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,1
255,1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,1
256,2,12,1,-1,1,12,1,23,27,8,8,1,0,1,0,0,1,37,0,0,7,13,1,16,0,0,7,12,0,0,0,8.9,1.4,3.51,0
257,1,8,1,17,0,-1,1,22,27,-1,7,0,0,0,1,0,0,29,0,0,5,10,5,13.57142857,0,0,5,14,5,12.33333333,3,16.2,0.3,-0.92,1
259,1,1,1,10,1,1,1,1,1,10,9,1,0,0,1,0,1,19,0,0,6,8,5,11.66666667,0,0,6,9,5,12.66666667,0,12.4,0.5,1.79,1
260,1,14,1,10,1,1,1,1,1,4,-1,1,0,1,0,0,0,22,0,6,10,16,6,11.83333333,0,2,7,8,2,13,0,16.2,0.3,-0.92,0
261,1,1,1,11,1,1,1,22,28,10,8,0,0,0,1,0,1,20,0,0,6,8,6,11.16666667,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,1
262,1,12,1,3,0,1,1,22,27,-1,-1,0,0,0,1,0,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,0
263,1,14,1,7,1,1,1,22,28,10,10,0,0,1,0,0,0,30,0,8,12,17,8,11.75,0,6,12,19,6,12.16666667,2,7.6,2.6,0.32,0
264,1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,0,0,18,0,0,6,7,6,14,0,0,6,7,6,14,0,10.8,1.4,1.74,1
265,1,1,1,10,1,1,1,23,14,10,6,0,0,0,1,0,0,18,0,0,6,6,6,12.83333333,0,0,6,6,6,12,0,12.4,0.5,1.79,1
266,1,1,2,15,1,1,1,3,1,-1,4,1,0,0,1,0,0,18,0,0,6,11,4,12.25,0,0,6,10,3,11.66666667,0,9.4,-0.8,-3.12,1
267,1,8,4,12,1,1,1,-1,1,3,4,1,0,0,1,0,0,18,0,0,8,8,7,14.82857143,0,0,8,8,7,14.82857143,0,12.7,3.7,-1.7,1
268,1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,0,1,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,1
269,1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,8,6,12.5,0,10.8,1.4,1.74,1
270,1,1,5,12,1,1,1,1,1,10,10,0,0,0,1,0,1,18,0,0,8,8,7,13.67142857,0,0,8,8,7,13.67142857,0,12.7,3.7,-1.7,1
271,1,15,1,4,1,14,1,22,28,5,9,0,0,0,1,0,1,21,0,0,6,9,6,12.66666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,1
272,1,1,2,9,1,1,1,1,14,10,10,1,0,0,0,0,0,20,0,0,5,10,2,10,0,0,5,12,1,13,0,7.6,2.6,0.32,0
273,1,8,1,9,1,1,1,-1,14,5,9,1,0,0,1,0,0,20,0,0,5,10,5,13.5,0,0,5,8,5,12.33333333,0,13.9,-0.3,0.79,1
274,1,1,1,12,1,1,1,-1,1,3,6,0,0,0,1,0,0,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02,1
275,1,1,1,10,1,1,1,1,28,5,6,0,0,0,1,0,0,20,0,0,6,8,6,14.5,0,0,6,7,6,15.42857143,0,16.2,0.3,-0.92,1
276,1,8,3,12,1,1,1,-1,1,5,11,1,0,0,1,0,0,18,0,0,7,7,7,13.68571429,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,1
277,1,-1,1,16,1,1,1,22,28,4,4,0,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,0
278,2,-1,1,-1,1,-1,1,-1,-1,3,-1,0,0,1,0,0,0,29,0,7,9,16,7,11.55555556,4,5,7,12,5,13.2,2,7.6,2.6,0.32,0
280,1,1,1,12,1,1,1,13,14,6,6,1,0,0,1,0,1,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.81285714,0,15.5,2.8,-4.06,1
281,1,-1,2,9,1,1,1,23,27,10,10,1,0,0,1,0,1,22,0,0,5,8,4,12,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,1
282,-1,1,1,3,0,1,1,-1,14,5,11,1,0,0,1,0,1,47,0,0,6,9,5,14.16666667,0,0,6,7,6,14.16666667,0,16.2,0.3,-0.92,1
283,2,-1,1,17,0,1,1,22,27,-1,5,0,0,0,1,0,0,31,0,1,5,5,5,14,0,0,5,5,5,13.8,0,8.9,1.4,3.51,1
284,1,1,1,5,1,1,1,13,27,8,6,0,0,0,1,0,1,21,0,0,6,7,5,13.8,0,0,6,6,6,12.83333333,0,16.2,0.3,-0.92,1
285,1,1,1,3,0,1,1,23,28,-1,-1,0,0,0,1,0,0,21,0,0,6,8,5,12.8,0,0,6,10,6,11.85714286,0,7.6,2.6,0.32,1
286,2,12,1,15,1,-1,1,1,1,5,5,0,0,0,1,0,0,24,0,0,6,6,6,12.16666667,0,0,6,6,6,13.83333333,0,7.6,2.6,0.32,1
288,1,12,1,3,0,-1,1,-1,1,-1,3,0,0,0,1,0,0,32,0,0,6,9,4,12,0,0,6,12,4,11.5,0,7.6,2.6,0.32,1
289,1,-1,2,3,0,1,1,3,1,4,5,1,0,0,1,0,1,19,0,0,6,8,6,10.83333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,1
290,1,12,1,12,1,1,1,3,3,-1,-1,1,0,0,1,0,0,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,1
291,1,8,4,6,1,1,1,13,14,5,11,1,0,0,1,0,0,19,0,0,6,14,6,15.66666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,1
292,1,15,1,4,1,14,1,13,27,-1,7,0,0,1,1,0,1,19,0,0,6,9,6,14.33333333,0,0,6,7,6,13.83333333,0,13.9,-0.3,0.79,1
294,1,8,4,10,1,1,1,13,14,-1,-1,1,0,0,1,0,1,18,0,0,6,9,6,11.66666667,0,0,6,8,6,11.66666667,0,8.9,1.4,3.51,1
295,1,1,1,5,1,1,1,23,27,4,7,1,0,0,1,0,1,19,0,0,6,9,5,12,0,0,6,10,2,11.33333333,0,8.9,1.4,3.51,0
296,2,1,1,12,1,1,1,3,28,3,5,0,0,0,1,0,1,19,0,0,8,8,7,14.72571429,0,0,8,8,7,14.72571429,0,10.8,1.4,1.74,1
297,1,8,2,15,1,1,1,13,28,10,9,1,0,0,1,0,1,18,0,0,6,6,6,14.16666667,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,1
298,1,1,1,10,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,10,6,11.57142857,0,0,6,8,6,12.33333333,0,12.4,0.5,1.79,1
299,1,8,4,-1,1,1,1,1,1,5,11,1,0,0,1,0,0,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,1
300,1,1,1,12,1,1,1,13,28,6,8,0,0,0,1,0,0,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,1
301,1,8,4,14,1,1,1,23,28,10,8,1,0,0,1,0,0,18,0,0,6,10,6,12.25,0,0,6,9,6,13.71428571,0,11.1,0.6,2.02,1
302,1,1,2,6,1,1,1,23,27,10,10,1,0,0,1,0,1,21,0,0,5,7,4,12,0,0,5,5,5,12.2,0,10.8,1.4,1.74,1
303,1,1,1,12,1,1,1,13,14,5,10,0,0,0,1,0,1,18,0,0,7,9,7,15.11666667,0,0,8,9,8,16.16888889,0,15.5,2.8,-4.06,1
304,1,-1,1,14,1,1,1,13,14,6,6,0,0,1,0,0,0,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,0
305,1,8,2,10,1,1,1,1,-1,5,4,1,0,0,1,0,0,19,0,0,6,11,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
307,1,8,4,14,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,1
308,1,12,1,-1,1,-1,1,3,1,-1,-1,1,0,0,1,0,0,34,0,1,5,6,1,11,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
309,1,1,3,6,1,1,1,-1,-1,-1,-1,0,0,0,1,0,0,19,0,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,1
310,1,15,1,-1,1,14,1,22,27,8,9,1,0,1,0,0,0,19,0,2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79,0
311,1,-1,1,10,1,1,1,3,14,3,-1,0,0,1,1,0,0,26,0,0,6,6,6,14.83333333,0,0,6,7,6,15.14285714,0,11.1,0.6,2.02,1
312,1,8,1,16,1,1,1,-1,-1,-1,-1,1,0,0,1,0,0,21,0,0,6,12,3,11.33333333,0,0,6,10,3,11.33333333,0,7.6,2.6,0.32,0
313,1,8,2,9,1,1,1,13,14,5,9,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,1
314,1,8,4,16,1,1,1,23,28,6,8,1,0,0,1,0,1,20,0,0,6,8,5,13.4,0,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12,1
315,1,-1,1,9,1,1,1,1,1,5,5,0,0,0,1,0,0,25,0,0,5,12,2,10.5,0,0,5,5,0,0,0,11.1,0.6,2.02,0
316,1,1,1,9,1,1,1,1,28,5,4,0,0,0,1,0,0,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,1
317,1,1,1,12,1,1,1,13,14,4,7,1,0,0,1,0,1,18,0,0,7,7,7,14.54285714,0,0,8,11,8,14.88181818,0,16.2,0.3,-0.92,1
318,1,1,1,12,1,1,1,-1,14,4,6,0,0,0,1,0,0,19,0,0,7,7,7,13.69428571,0,0,8,9,8,14.35555556,0,11.1,0.6,2.02,1
319,1,1,1,10,1,1,1,13,28,6,10,0,0,0,1,0,1,18,0,0,6,8,6,11.28571429,0,0,6,10,6,11.85714286,0,12.4,0.5,1.79,1
321,1,-1,1,6,1,-1,1,13,14,10,6,0,0,1,0,0,0,26,0,0,3,3,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,0
322,1,-1,1,12,1,1,1,22,27,8,10,1,0,0,1,0,1,19,0,0,8,8,7,13.05857143,0,0,8,8,7,13.05857143,0,10.8,1.4,1.74,1
323,1,1,1,12,1,1,1,1,1,6,-1,0,0,0,1,0,0,19,0,0,7,7,7,14.3,0,0,8,9,8,14.05555556,0,16.2,0.3,-0.92,1
324,1,14,4,9,1,1,1,22,27,10,10,0,0,0,1,0,0,19,0,3,10,15,5,11.8,0,4,10,14,8,12,0,7.6,2.6,0.32,1
326,1,1,1,11,1,1,1,13,14,6,9,1,0,0,1,0,0,18,0,0,6,7,6,10.57142857,0,0,6,11,3,11.66666667,0,16.2,0.3,-0.92,1
327,1,14,1,12,1,-1,1,1,27,10,10,1,0,0,1,0,0,19,0,0,7,7,6,13.33333333,0,0,7,7,6,13.33333333,0,7.6,2.6,0.32,1
328,1,1,1,10,1,1,1,1,1,10,7,0,0,1,1,0,0,18,0,0,6,10,6,11.85714286,0,0,6,9,5,11,0,13.9,-0.3,0.79,1
332,1,15,1,7,1,14,1,13,27,5,8,0,0,1,1,0,0,26,0,0,5,6,0,0,0,0,5,5,0,0,0,16.2,0.3,-0.92,0
333,1,1,1,10,1,1,1,23,28,8,8,1,0,0,1,0,0,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12.4,0.5,1.79,1
334,1,1,1,3,0,1,1,22,28,10,11,0,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,6,6,11.66666667,0,12.7,3.7,-1.7,1
335,1,1,1,10,1,1,1,-1,27,5,10,1,0,0,1,0,1,18,0,0,6,6,6,12.16666667,0,0,6,9,6,13.66666667,0,9.4,-0.8,-3.12,1
336,1,15,1,10,1,14,1,23,27,8,8,0,0,0,1,0,0,19,0,3,6,6,6,13.33333333,0,2,6,6,6,14.66666667,0,13.9,-0.3,0.79,1
337,1,-1,1,16,1,-1,1,-1,3,3,-1,0,0,1,1,0,0,40,0,0,7,8,7,15,0,0,7,7,7,14.57142857,0,12.4,0.5,1.79,1
338,1,1,4,12,1,1,1,23,28,8,8,1,0,0,1,0,1,18,0,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,1
339,1,8,1,10,1,1,1,3,1,10,11,0,0,0,1,0,0,19,0,0,6,9,5,12.16666667,0,0,6,8,6,12.42857143,0,13.9,-0.3,0.79,1
340,1,8,1,-1,1,1,1,-1,-1,4,6,0,0,0,1,0,0,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,1
342,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,0
343,2,12,1,3,0,1,1,22,27,10,10,1,0,0,1,0,0,33,0,0,6,7,6,12.83333333,0,0,6,8,6,12.85714286,0,12.4,0.5,1.79,1
344,1,12,1,4,1,-1,1,3,3,-1,3,0,0,0,1,0,0,35,0,0,6,10,6,14,0,0,6,11,6,13.1,0,16.2,0.3,-0.92,1
346,1,1,1,15,1,1,1,13,14,8,6,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,1
348,-1,12,1,17,0,1,1,22,27,-1,7,0,0,0,1,0,0,39,0,0,5,6,5,11,0,0,5,9,5,11.66666667,0,10.8,1.4,1.74,1
349,2,12,1,10,1,1,1,22,27,10,10,0,0,0,1,0,0,44,0,0,6,8,6,13,0,0,6,6,6,13.83333333,0,12.7,3.7,-1.7,1
351,1,1,1,11,1,1,1,13,14,10,10,1,0,0,1,0,0,24,0,0,6,9,4,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7,0
352,1,14,1,15,1,1,1,13,14,10,9,0,0,0,1,0,1,20,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79,1
353,1,1,4,2,1,1,1,1,1,10,6,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,0
354,2,1,1,12,1,1,1,22,28,10,8,0,0,1,1,0,1,18,0,0,7,7,6,14.2,0,0,7,7,6,14.2,0,7.6,2.6,0.32,1
355,1,1,1,11,1,1,1,13,14,5,7,0,0,1,0,0,0,22,0,0,6,10,5,11,0,0,6,12,0,0,0,10.8,1.4,1.74,0
356,1,8,1,6,1,1,1,13,1,5,6,1,0,0,1,0,0,18,0,0,6,7,6,15,0,0,6,7,6,16.42857143,0,11.1,0.6,2.02,1
357,1,12,1,12,1,12,1,23,27,10,10,0,0,0,1,0,0,24,0,0,7,9,6,12.58571429,0,0,8,9,7,13.44285714,0,13.9,-0.3,0.79,1
358,1,12,1,17,0,1,1,22,27,-1,9,0,0,0,1,0,0,33,0,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,0
360,1,12,1,6,1,-1,1,3,-1,3,4,0,0,0,1,0,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,0
361,1,8,4,16,1,1,1,13,28,5,-1,1,0,0,1,0,0,18,0,0,6,7,6,11.66666667,0,0,6,10,6,11.83333333,0,10.8,1.4,1.74,1
362,1,1,1,15,1,1,1,22,28,10,8,0,0,1,1,0,0,19,0,0,6,13,3,12.66666667,0,0,6,12,2,10,0,10.8,1.4,1.74,0
364,1,-1,1,6,1,-1,1,13,27,10,9,1,0,0,1,0,1,22,0,7,11,18,8,13.5,0,4,9,16,7,13.71428571,0,8.9,1.4,3.51,1
366,1,1,1,6,1,1,1,22,28,8,6,1,0,0,1,0,1,21,0,0,6,13,6,16.15384615,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,1
367,1,1,4,12,1,1,1,13,28,5,9,1,0,0,1,0,1,21,0,0,7,7,6,14.03333333,0,0,7,7,6,14.03333333,0,7.6,2.6,0.32,1
369,1,1,1,16,1,1,1,23,27,-1,-1,1,0,0,1,0,1,19,0,0,7,8,7,13.85714286,0,0,7,8,6,13.66666667,0,8.9,1.4,3.51,1
370,1,1,-1,12,1,1,1,13,14,10,6,1,0,0,1,0,0,18,0,0,8,8,7,13.41428571,0,0,8,8,7,13.41428571,0,12.7,3.7,-1.7,0
371,2,14,1,3,0,1,1,22,-1,10,5,0,0,0,1,0,0,50,0,7,11,11,11,13.54545455,0,3,7,7,7,13.57142857,0,16.2,0.3,-0.92,1
373,1,8,1,15,1,1,1,1,14,5,8,0,0,0,1,0,1,19,0,0,6,6,6,13.83333333,0,0,6,7,6,14.42857143,0,15.5,2.8,-4.06,1
374,-1,12,1,17,0,1,1,1,27,-1,-1,0,0,0,1,0,0,35,0,0,5,8,5,12,0,0,5,9,5,12.85714286,0,13.9,-0.3,0.79,1
375,2,12,1,6,1,12,1,23,28,5,8,0,0,0,1,0,0,31,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,0
377,1,-1,4,9,1,1,1,22,27,10,10,1,0,0,0,0,0,34,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,0
378,1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,18,0,0,7,7,7,15.13571429,0,0,8,8,8,15.2875,0,12.4,0.5,1.79,1
381,-1,12,1,12,1,12,1,23,14,6,8,0,0,0,1,0,1,26,0,0,7,13,5,12.74,0,0,8,12,6,10.97857143,0,16.2,0.3,-0.92,0
384,1,1,1,16,1,1,1,13,14,6,6,0,0,0,1,0,1,19,0,0,6,7,6,13.42857143,0,0,6,6,6,13.16666667,0,15.5,2.8,-4.06,1
385,1,-1,1,9,1,-1,1,3,-1,3,-1,0,0,0,1,0,0,20,0,6,11,19,9,12.55555556,0,3,9,14,8,11.11111111,0,8.9,1.4,3.51,1
386,1,1,1,10,1,1,1,-1,-1,-1,-1,0,0,0,1,0,0,19,0,0,6,8,6,11.5,0,0,6,7,6,11.16666667,0,7.6,2.6,0.32,1
387,1,1,1,16,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,9,6,12.33333333,0,7.6,2.6,0.32,1
388,1,12,1,17,0,-1,1,22,27,10,10,0,0,0,1,0,0,28,0,10,14,16,11,11.27272727,0,6,11,16,10,12,0,10.8,1.4,1.74,1
